Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,4,,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:4t9PBD27dndlf6YMBK2ROc,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:5HOpkTTVcmZHnthgyxrIL8,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,2188964000cf410c8dbf4fd04eb76fed,2025-03-04T14:35:40Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,4,4 points. A real jump scare,6c855171a9aa47209e2587392650700f
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,4,This person understood the assignment,6c855171a9aa47209e2587392650700f
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,2,"Not the most surprising sound, but giving it some points for being the best song (of the 7 songs I didn't know)",6c855171a9aa47209e2587392650700f
spotify:track:5HOpkTTVcmZHnthgyxrIL8,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,Booo,6c855171a9aa47209e2587392650700f
spotify:track:5qFL2uwfnGU8FccwLMgPNQ,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,there's so much going on it's not that surprising anymore,6c855171a9aa47209e2587392650700f
spotify:track:67nepsnrcZkowTxMWigSbb,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,listened twice and genuinely don't know what the sound is supposed to be,6c855171a9aa47209e2587392650700f
spotify:track:6DCZcSspjsKoFjzjrWoCdn,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,sorry chuck i just don't hear it,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,I'm sure seeing cannons live would be insane but I'm going based off the track alone and honestly wouldn't have been able to tell those were cannons without the note,6c855171a9aa47209e2587392650700f
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,8ad71d9554d24eaf877dda25758aae45,2025-03-04T18:57:18Z,0,I love this song but i don't really get it for this prompt,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,2514636114c2431a903f1cad7eaf72e5,2025-03-04T19:44:48Z,5,,6c855171a9aa47209e2587392650700f
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,2514636114c2431a903f1cad7eaf72e5,2025-03-04T19:44:48Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,2514636114c2431a903f1cad7eaf72e5,2025-03-04T19:44:48Z,3,,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,3,,6c855171a9aa47209e2587392650700f
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:5HOpkTTVcmZHnthgyxrIL8,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:5qFL2uwfnGU8FccwLMgPNQ,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,3,,6c855171a9aa47209e2587392650700f
spotify:track:67nepsnrcZkowTxMWigSbb,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,0c04c978ff14409e9018621377b6b7e9,2025-03-04T21:42:11Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:4t9PBD27dndlf6YMBK2ROc,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:5qFL2uwfnGU8FccwLMgPNQ,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,3,,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,80213310c71e48b297cb1223ff34a32c,2025-03-04T22:08:50Z,0,"No, in fact, I don’t know if ",6c855171a9aa47209e2587392650700f
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,043c232c2e1040a2bc082eac10f81f12,2025-03-04T23:06:12Z,3,,6c855171a9aa47209e2587392650700f
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,043c232c2e1040a2bc082eac10f81f12,2025-03-04T23:06:12Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:5qFL2uwfnGU8FccwLMgPNQ,043c232c2e1040a2bc082eac10f81f12,2025-03-04T23:06:12Z,4,,6c855171a9aa47209e2587392650700f
spotify:track:7eqoqGkKwgOaWNNHx90uEZ,043c232c2e1040a2bc082eac10f81f12,2025-03-04T23:06:12Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:2C1RKDf1aqP7DqNMSGcZ9u,1cd356096fa0498aa955acf21944c65d,2025-03-05T02:35:01Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:4Fvnz1ZJ86IdqDAepWYPAh,1cd356096fa0498aa955acf21944c65d,2025-03-05T02:35:01Z,1,,6c855171a9aa47209e2587392650700f
spotify:track:4t9PBD27dndlf6YMBK2ROc,1cd356096fa0498aa955acf21944c65d,2025-03-05T02:35:01Z,4,everything she drops is a banger,6c855171a9aa47209e2587392650700f
spotify:track:4VbDJMkAX3dWNBdn3KH6Wx,1cd356096fa0498aa955acf21944c65d,2025-03-05T02:35:01Z,2,,6c855171a9aa47209e2587392650700f
spotify:track:6oWacAPUt8LMXqRkEk2MNg,1cd356096fa0498aa955acf21944c65d,2025-03-05T02:35:01Z,1,,6c855171a9aa47209e2587392650700f
