ID,Created,Name,Description,Playlist URL
9b5cbc88a8b7449a96911e708cdb79ce,2025-06-04T20:38:30Z,MLB Walkout Songs,Imagine walking out to a 60k+ crowd at Kauffman Stadium during the world series (Kauffman only holds 37k). What would your walkout anthem be? Feel free to specify the 10 seconds that would play if needed but it should be obvious.,https://open.spotify.com/playlist/2tjF6zbLSDrMrvAkp0Ctya
b5396c7c50184a3db106ec640ba07787,2025-06-04T20:39:15Z,Cancelled Artists,These songs must be by someone who society has collectively decided to shun. You know them when you see them. Their songs still bang though.,https://open.spotify.com/playlist/1eKWaqgcaOhUwZBH9SLgve
2a954cafeab04b17ae0dc01811f37ae1,2025-06-04T20:39:29Z,Non-English Song,Let's see if anyone other than Zach and James listens to worldwide music. This track must have lyrics that are primarily in a language other than English (songs with no lyrics aren't eligible and some english is okay).,https://open.spotify.com/playlist/3YnT0YFlmtQSVuqaoyxpBS
2154618e324e4bf4b462ff8cc13dae4c,2025-06-04T20:40:10Z,Modern Folklore,"Songs from the last 50ish years that tell a story. These tales should feel like an oral history, no Nancy Reagan. Folklore can be tales, myths, legends, proverbs… anything of that nature.",https://open.spotify.com/playlist/0yhV3eoWUzpo9KZBZJh7OJ
aa64e6f265084eb2b3c7c231f25e06f9,2025-06-04T20:40:23Z,Obscure Artists,Time to show off that niche artist you love. Pick a song by an artist with <250k monthly listeners on Spotify.,https://open.spotify.com/playlist/09nKtyvFHFo7TTqVKh8Izs
1935852a426d4287a3d05b1ee1309fd9,2025-06-04T20:40:47Z,Free Round!,"Let's take a break mid-season and relax with an open prompt. Any song you want to show off, king.",https://open.spotify.com/playlist/4BWAyHhs9G4PhfWgl3471U
8b19986f9cb34f7eaf8d79cb7cb42aad,2025-06-04T20:41:26Z,DJ spin that (new) shit,"Think you got a pulse on music? Then prove it by with a song that was released within 60 days of the round submission deadline this week. Let's not have a repeat of last season where we submit singles that came out prior to an album (cough, cough). Add the date your song was ORIGINALLY released in the comment.",https://open.spotify.com/playlist/6bJdo53jlBm4xYUmt5iFTc
880efb24e7eb4d42b1102b318b08a727,2025-06-04T20:42:35Z,Simp Anthems,These songs go a step farther than putting your partner first. The individuals who wrote them are down horrendous; have some self-respect!,https://open.spotify.com/playlist/0i9vmLmfih8F0hPfdw0rvP
d299f73d14b048c1803e94ddf91ec907,2025-06-04T20:43:26Z,"Boys will be Girls, Girls will be Boys",That dude sounds like a lady…? Submit your best cover song that someone of the opposite gender of the original sings. MAKE SURE that you actually reference the original song and artist in your comment for validation when voting. DO YOUR RESEARCH ON THE ORIGINAL ARTIST SLOOTS!,https://open.spotify.com/playlist/1xUuHybVGnD4INu2c7H6tt
fb8842c70c984fd1b76b4b5cc9f3a73b,2025-06-04T20:44:54Z,Songs used in films,"This one's for all the kino maxxing context kings in chat. A good song placement in a film can seriously elevate the vibes, making those epic moments all the more epic, those intimate moments all the more special. No songs made for the movie allowed- it takes a different skill to find the perfect song vs compose the perfect song. Include a clip of the scene in which your song appears in the comment so that people have something to base votes on.",https://open.spotify.com/playlist/52QjZ7vyoLKk8IhBuiEQtD
