ID,Created,Name,Description,Playlist URL
f61d15cf487041f685cb297e6bc5d190,2025-11-28T19:35:30Z,Best Song Intro,"Some songs just make you feel some type of way when those first few notes hit. Submit the coolest, strangest, or overall best intro you know of",https://open.spotify.com/playlist/5qBUQ4RnEoAtqgpbOw8B98
4de1bf90508e4fe0a9da256bea84124a,2025-11-28T21:40:12Z,Chester Chez City,"We’re taking a trip to D-town Chez this week. Submit songs that the young Chester would absolutely adore. We’re talking, songs that Chez would play around the house so much that Wank gets rage-baited from across the other room. Songs that bring the dirt out of Dirty Sanchez",https://open.spotify.com/playlist/0twB2mCyCdIgAVXEtfTjWr
c3f4c02ed19048258882c66382b0da9e,2025-11-28T19:35:54Z,Turd is the Word,Songs with titles that can describe a poop,https://open.spotify.com/playlist/5MA0IBTZfVIQoLdHdL0vnk
0028124fb81d4818bb531e63a9cc1e58,2025-11-28T19:41:37Z,Dynamic Duos,Mahomes and Kelce. Peanut Butter and Jelly. Bert and Ernie. Sometimes a pairing is just on the same wavelength. These are the best songs by a 2errific 2some,https://open.spotify.com/playlist/4zPPzLQlvEuNBN6x1S9N16
965204f590254ae4b4df793b41720aca,2025-11-28T21:38:26Z,Best Song Made for a Movie,"You’re telling me that eminem went out there to perform with vomit on his sweater ? And it worked ? That’s crazy ! Of course we needed an original song for that, no other song could capture that emotion that was needed for the movie",https://open.spotify.com/playlist/0LFdhPEyi5tYnO6RUD2LBS
d37c88fc795c43b6b636bfd9b2aaa0a6,2025-11-28T21:38:51Z,3AM Emergency,"It's 3am. There's been an emergency, and you need to get to the hospital. You get in your car and put on this song:",https://open.spotify.com/playlist/4pKF111xkI8QMOU4rS5HO9
c9f983a056ac4a1e9f7df65be7f9c6be,2025-11-28T21:39:41Z,Raw Dog City,"This week is NOT gen-z brainrot certified. Submit songs with NO lyrics or vocal samples (instrumental samples are OK; non-lyrical vocal samples are ACCEPTABLE). Lock the fuck in boys, we’re raw dogging it this week",https://open.spotify.com/playlist/3HSdszkUN1C0ujSWe7WEwU
a35fd71908c647b485124dc166d10db5,2025-11-28T21:40:42Z,Beat Battle,You know that warm fuzzy feeling you get when you think about Vishal’s mom in the morning? What production brings you that type of pleasure?,https://open.spotify.com/playlist/0ZTVPatItdzAGleiZpvA6h
ec3de2aca1d0430e921f379a23e4824d,2025-11-28T21:41:19Z,Songs that would have been unintelligible if released 50 years prior,"This is a song that if played 50 years before it was released would have been anachronistic — prochronistic, if you will",https://open.spotify.com/playlist/267mtznv10e3NdCJn8RfH8
0286cc6f8606425b8b630358dbfdaec6,2025-11-28T21:45:22Z,Bonus Week: Happy Groundhog Day,It’s Groundhog Day all over again. Submit a song that has already been submitted in a previous Music League season,https://open.spotify.com/playlist/1g6OQ65OWalFK33a6nOq40
b366c23c6a6d4f83930020d5d8789a55,2025-11-28T21:47:49Z,The GC Put Me On,"Whether it was from back in the Pembroke days or in a Spotify DM last week, drop the best song that you can specifically remember someone else in S&T introduced you to (not including previous music league submissions). Put who showed you the song in the a comment when voting; NOT WHEN SUBMITTING!!",https://open.spotify.com/playlist/2HZFdDC8Zetc7ZhXk4VOsT
9eaab2ed6acd45d88a5282efc3f8ee99,2025-11-28T21:48:29Z,Let’s get it started in hereeeeee!,"You are at a wedding, the dance floor is empty, and you lock eyes with a desperate DJ. You walk up and tell him “Let me take the sticks, SCRUB!” What is the ONE song coming on to get everyone on the floor?!",https://open.spotify.com/playlist/55DWwtAe3PjwPbh0cUIaCf
